scenario_id,family_id,category,fault_type,target_V_pu,grid,scr,Rg_ohm,Lg_H,P_load,Q_load,power_factor,t_fault,fault_dur,recover_to_0p9_s,T_sim,trans_resistance,random_seed,xr_ratio,duration_bin_s,scenario_profile
518,259,LVRT,1ph_g,0.35,strong,10.0,13.8675,0.066212,332738.0,184787.0,0.8742,0.013658,0.177,2.0,1.6907,0.5824,20260609,1.5,0.16,expanded
519,260,LVRT,1ph_g,0.35,strong,10.0,13.8675,0.066212,345809.8,138212.2,0.9286,0.027546,0.4606,2.0,1.9881,0.6666,20260609,1.5,0.5,expanded
520,260,LVRT,1ph_g,0.35,strong,10.0,13.8675,0.066212,323906.4,163666.7,0.8925,0.025954,0.4782,2.0,2.0041,0.2209,20260609,1.5,0.5,expanded
521,261,LVRT,1ph_g,0.35,strong,10.0,7.9057,0.075494,291272.7,159210.0,0.8775,0.014539,0.1467,2.0,1.6613,0.5387,20260609,3.0,0.16,expanded
522,261,LVRT,1ph_g,0.35,strong,10.0,7.9057,0.075494,287994.8,177509.2,0.8513,0.014568,0.1731,2.0,1.6876,0.2798,20260609,3.0,0.16,expanded
523,262,LVRT,1ph_g,0.35,strong,10.0,7.9057,0.075494,336975.6,144269.3,0.9193,0.028746,0.5035,2.0,2.0323,0.4007,20260609,3.0,0.5,expanded
524,262,LVRT,1ph_g,0.35,strong,10.0,7.9057,0.075494,319728.3,117889.0,0.9383,0.020526,0.4775,2.0,1.9981,0.1074,20260609,3.0,0.5,expanded
525,263,LVRT,1ph_g,0.35,strong,10.0,4.11,0.078495,343586.6,181480.6,0.8842,0.024589,0.1582,2.0,1.6828,0.1325,20260609,6.0,0.16,expanded
526,263,LVRT,1ph_g,0.35,strong,10.0,4.11,0.078495,294882.9,148865.2,0.8927,0.012385,0.1617,2.0,1.6741,0.1852,20260609,6.0,0.16,expanded
527,264,LVRT,1ph_g,0.35,strong,10.0,4.11,0.078495,314072.4,164056.9,0.8864,0.019419,0.5293,2.0,2.0487,0.2095,20260609,6.0,0.5,expanded
528,264,LVRT,1ph_g,0.35,strong,10.0,4.11,0.078495,320229.0,142187.0,0.914,0.026443,0.5208,2.0,2.0473,0.29,20260609,6.0,0.5,expanded
529,265,LVRT,1ph_g,0.35,very_strong,15.0,9.245,0.044142,303524.7,168738.5,0.874,0.020515,0.1507,2.0,1.6712,0.2451,20260609,1.5,0.16,expanded
530,265,LVRT,1ph_g,0.35,very_strong,15.0,9.245,0.044142,296011.4,136809.4,0.9077,0.022425,0.1685,2.0,1.691,0.5931,20260609,1.5,0.16,expanded
531,266,LVRT,1ph_g,0.35,very_strong,15.0,9.245,0.044142,345323.4,170157.0,0.897,0.025097,0.4609,2.0,1.986,0.384,20260609,1.5,0.5,expanded
532,266,LVRT,1ph_g,0.35,very_strong,15.0,9.245,0.044142,302739.6,157841.1,0.8867,0.021471,0.4854,2.0,2.0069,0.0632,20260609,1.5,0.5,expanded
533,267,LVRT,1ph_g,0.35,very_strong,15.0,5.2705,0.050329,333148.7,176532.3,0.8836,0.025903,0.1521,2.0,1.678,0.4739,20260609,3.0,0.16,expanded
534,267,LVRT,1ph_g,0.35,very_strong,15.0,5.2705,0.050329,319789.6,166017.7,0.8875,0.015984,0.1527,2.0,1.6687,0.3018,20260609,3.0,0.16,expanded
535,268,LVRT,1ph_g,0.35,very_strong,15.0,5.2705,0.050329,316438.2,126191.7,0.9289,0.020162,0.4782,2.0,1.9984,0.2083,20260609,3.0,0.5,expanded
536,268,LVRT,1ph_g,0.35,very_strong,15.0,5.2705,0.050329,288660.8,121859.5,0.9213,0.014376,0.5201,2.0,2.0345,0.5917,20260609,3.0,0.5,expanded
537,269,LVRT,1ph_g,0.35,very_strong,15.0,2.74,0.05233,300811.0,107645.5,0.9415,0.013151,0.1621,2.0,1.6752,0.1148,20260609,6.0,0.16,expanded
538,269,LVRT,1ph_g,0.35,very_strong,15.0,2.74,0.05233,347482.7,141067.7,0.9266,0.021124,0.1431,2.0,1.6642,0.7726,20260609,6.0,0.16,expanded
539,270,LVRT,1ph_g,0.35,very_strong,15.0,2.74,0.05233,321326.2,131050.5,0.926,0.027091,0.461,2.0,1.9881,0.2173,20260609,6.0,0.5,expanded
540,270,LVRT,1ph_g,0.35,very_strong,15.0,2.74,0.05233,313781.5,172733.8,0.876,0.028666,0.4693,2.0,1.998,0.2061,20260609,6.0,0.5,expanded
541,271,LVRT,1ph_g,0.5,very_weak,2.0,69.3375,0.331062,345185.5,204572.2,0.8603,0.016007,0.1586,2.0,1.6746,0.7753,20260609,1.5,0.16,expanded
542,271,LVRT,1ph_g,0.5,very_weak,2.0,69.3375,0.331062,358987.3,213627.1,0.8594,0.016269,0.1656,2.0,1.6819,0.2891,20260609,1.5,0.16,expanded
543,272,LVRT,1ph_g,0.5,very_weak,2.0,69.3375,0.331062,348504.6,182565.1,0.8858,0.012444,0.5386,2.0,2.051,0.3922,20260609,1.5,0.5,expanded
544,272,LVRT,1ph_g,0.5,very_weak,2.0,69.3375,0.331062,351205.7,150020.4,0.9196,0.014808,0.5152,2.0,2.03,0.2149,20260609,1.5,0.5,expanded
545,273,LVRT,1ph_g,0.5,very_weak,2.0,39.5285,0.377469,322491.1,157336.2,0.8987,0.0236,0.1416,2.0,1.6652,0.7426,20260609,3.0,0.16,expanded
546,273,LVRT,1ph_g,0.5,very_weak,2.0,39.5285,0.377469,294128.9,173340.4,0.8615,0.020511,0.1442,2.0,1.6647,0.7113,20260609,3.0,0.16,expanded
547,274,LVRT,1ph_g,0.5,very_weak,2.0,39.5285,0.377469,301108.0,180807.9,0.8573,0.019527,0.4921,2.0,2.0117,0.7143,20260609,3.0,0.5,expanded
548,274,LVRT,1ph_g,0.5,very_weak,2.0,39.5285,0.377469,335257.5,198926.4,0.86,0.021196,0.4828,2.0,2.004,0.3487,20260609,3.0,0.5,expanded
549,275,LVRT,1ph_g,0.5,very_weak,2.0,20.5499,0.392474,345667.3,161241.3,0.9063,0.027396,0.1514,2.0,1.6788,0.7911,20260609,6.0,0.16,expanded
550,275,LVRT,1ph_g,0.5,very_weak,2.0,20.5499,0.392474,339215.7,160737.9,0.9037,0.024593,0.1712,2.0,1.6958,0.4914,20260609,6.0,0.16,expanded
551,276,LVRT,1ph_g,0.5,very_weak,2.0,20.5499,0.392474,354499.8,124675.3,0.9434,0.026441,0.4557,2.0,1.9821,0.5494,20260609,6.0,0.5,expanded
552,276,LVRT,1ph_g,0.5,very_weak,2.0,20.5499,0.392474,302111.8,162117.1,0.8812,0.019906,0.4839,2.0,2.0038,0.6794,20260609,6.0,0.5,expanded
553,277,LVRT,1ph_g,0.5,weak,3.0,46.225,0.220708,299487.9,154132.0,0.8892,0.014186,0.1616,2.0,1.6757,0.327,20260609,1.5,0.16,expanded
554,277,LVRT,1ph_g,0.5,weak,3.0,46.225,0.220708,304793.0,153625.8,0.893,0.02722,0.1579,2.0,1.6851,0.7452,20260609,1.5,0.16,expanded
555,278,LVRT,1ph_g,0.5,weak,3.0,46.225,0.220708,289415.2,132160.1,0.9096,0.014443,0.5237,2.0,2.0382,0.2205,20260609,1.5,0.5,expanded
556,278,LVRT,1ph_g,0.5,weak,3.0,46.225,0.220708,316775.4,178281.6,0.8715,0.02313,0.458,2.0,1.9811,0.6938,20260609,1.5,0.5,expanded
557,279,LVRT,1ph_g,0.5,weak,3.0,26.3523,0.251646,330866.9,121638.3,0.9386,0.020739,0.1445,2.0,1.6652,0.3875,20260609,3.0,0.16,expanded
558,279,LVRT,1ph_g,0.5,weak,3.0,26.3523,0.251646,328620.8,176301.4,0.8812,0.01851,0.1602,2.0,1.6787,0.3694,20260609,3.0,0.16,expanded
559,280,LVRT,1ph_g,0.5,weak,3.0,26.3523,0.251646,318640.0,156121.0,0.898,0.028877,0.5298,2.0,2.0587,0.2907,20260609,3.0,0.5,expanded
560,280,LVRT,1ph_g,0.5,weak,3.0,26.3523,0.251646,311527.1,182780.7,0.8625,0.020416,0.4597,2.0,1.9801,0.6504,20260609,3.0,0.5,expanded
561,281,LVRT,1ph_g,0.5,weak,3.0,13.6999,0.261649,325838.5,154538.0,0.9035,0.025445,0.1752,2.0,1.7007,0.1713,20260609,6.0,0.16,expanded
562,281,LVRT,1ph_g,0.5,weak,3.0,13.6999,0.261649,331794.3,201962.2,0.8542,0.01421,0.1551,2.0,1.6693,0.6064,20260609,6.0,0.16,expanded
563,282,LVRT,1ph_g,0.5,weak,3.0,13.6999,0.261649,301994.6,141278.1,0.9058,0.022132,0.51,2.0,2.0321,0.3977,20260609,6.0,0.5,expanded
564,282,LVRT,1ph_g,0.5,weak,3.0,13.6999,0.261649,312022.7,192363.6,0.8512,0.016757,0.5124,2.0,2.0291,0.3597,20260609,6.0,0.5,expanded
565,283,LVRT,1ph_g,0.5,medium,5.0,27.735,0.132425,304726.1,110694.4,0.9399,0.01306,0.17,2.0,1.683,0.5137,20260609,1.5,0.16,expanded
566,283,LVRT,1ph_g,0.5,medium,5.0,27.735,0.132425,291651.0,96180.2,0.9497,0.026131,0.1443,2.0,1.6704,0.3067,20260609,1.5,0.16,expanded
567,284,LVRT,1ph_g,0.5,medium,5.0,27.735,0.132425,299752.7,163694.6,0.8777,0.026546,0.5093,2.0,2.0358,0.1184,20260609,1.5,0.5,expanded
568,284,LVRT,1ph_g,0.5,medium,5.0,27.735,0.132425,288088.0,116741.5,0.9268,0.013095,0.5092,2.0,2.0223,0.1124,20260609,1.5,0.5,expanded
569,285,LVRT,1ph_g,0.5,medium,5.0,15.8114,0.150988,321045.0,187246.9,0.8638,0.016099,0.152,2.0,1.668,0.3394,20260609,3.0,0.16,expanded
570,285,LVRT,1ph_g,0.5,medium,5.0,15.8114,0.150988,325971.1,183009.1,0.872,0.025444,0.1653,2.0,1.6908,0.2843,20260609,3.0,0.16,expanded
571,286,LVRT,1ph_g,0.5,medium,5.0,15.8114,0.150988,345855.8,188351.2,0.8782,0.029321,0.524,2.0,2.0534,0.7786,20260609,3.0,0.5,expanded
572,286,LVRT,1ph_g,0.5,medium,5.0,15.8114,0.150988,303228.7,186433.3,0.8519,0.013434,0.4655,2.0,1.9789,0.761,20260609,3.0,0.5,expanded
573,287,LVRT,1ph_g,0.5,medium,5.0,8.2199,0.156989,288274.9,138530.5,0.9013,0.014344,0.1667,2.0,1.681,0.4349,20260609,6.0,0.16,expanded
574,287,LVRT,1ph_g,0.5,medium,5.0,8.2199,0.156989,323644.0,190402.9,0.8619,0.01936,0.1499,2.0,1.6693,0.5446,20260609,6.0,0.16,expanded
575,288,LVRT,1ph_g,0.5,medium,5.0,8.2199,0.156989,309254.5,159218.3,0.8891,0.023345,0.5192,2.0,2.0425,0.4951,20260609,6.0,0.5,expanded
576,288,LVRT,1ph_g,0.5,medium,5.0,8.2199,0.156989,300444.3,179528.0,0.8584,0.025947,0.4546,2.0,1.9805,0.3566,20260609,6.0,0.5,expanded
577,289,LVRT,1ph_g,0.5,strong,10.0,13.8675,0.066212,351918.4,216465.3,0.8518,0.026439,0.1568,2.0,1.6832,0.377,20260609,1.5,0.16,expanded
578,289,LVRT,1ph_g,0.5,strong,10.0,13.8675,0.066212,290205.6,165998.3,0.868,0.013836,0.1654,2.0,1.6793,0.2576,20260609,1.5,0.16,expanded
579,290,LVRT,1ph_g,0.5,strong,10.0,13.8675,0.066212,287746.1,134239.0,0.9062,0.015701,0.5261,2.0,2.0418,0.2347,20260609,1.5,0.5,expanded
580,290,LVRT,1ph_g,0.5,strong,10.0,13.8675,0.066212,314274.7,164223.5,0.8863,0.018693,0.5463,2.0,2.065,0.4061,20260609,1.5,0.5,expanded
581,291,LVRT,1ph_g,0.5,strong,10.0,7.9057,0.075494,297542.0,106760.0,0.9412,0.016208,0.1529,2.0,1.6691,0.6405,20260609,3.0,0.16,expanded
582,291,LVRT,1ph_g,0.5,strong,10.0,7.9057,0.075494,314992.3,163029.7,0.8881,0.029791,0.1428,2.0,1.6725,0.6762,20260609,3.0,0.16,expanded
583,292,LVRT,1ph_g,0.5,strong,10.0,7.9057,0.075494,284897.3,153221.0,0.8807,0.015859,0.549,2.0,2.0649,0.0641,20260609,3.0,0.5,expanded
584,292,LVRT,1ph_g,0.5,strong,10.0,7.9057,0.075494,318437.7,176149.5,0.875,0.022667,0.4501,2.0,1.9727,0.7299,20260609,3.0,0.5,expanded
585,293,LVRT,1ph_g,0.5,strong,10.0,4.11,0.078495,294395.0,143119.3,0.8994,0.026326,0.1574,2.0,1.6837,0.5221,20260609,6.0,0.16,expanded
586,293,LVRT,1ph_g,0.5,strong,10.0,4.11,0.078495,356099.5,183517.2,0.8889,0.018835,0.157,2.0,1.6758,0.1338,20260609,6.0,0.16,expanded
587,294,LVRT,1ph_g,0.5,strong,10.0,4.11,0.078495,352607.7,162913.5,0.9078,0.029687,0.4594,2.0,1.9891,0.5195,20260609,6.0,0.5,expanded
588,294,LVRT,1ph_g,0.5,strong,10.0,4.11,0.078495,296806.2,140664.3,0.9037,0.017992,0.4626,2.0,1.9806,0.5654,20260609,6.0,0.5,expanded
589,295,LVRT,1ph_g,0.5,very_strong,15.0,9.245,0.044142,323495.1,137964.7,0.9198,0.014293,0.1702,2.0,1.6845,0.7222,20260609,1.5,0.16,expanded
590,295,LVRT,1ph_g,0.5,very_strong,15.0,9.245,0.044142,328519.2,122914.1,0.9366,0.013579,0.1631,2.0,1.6766,0.1679,20260609,1.5,0.16,expanded
591,296,LVRT,1ph_g,0.5,very_strong,15.0,9.245,0.044142,299466.2,136787.2,0.9096,0.025219,0.4692,2.0,1.9944,0.6582,20260609,1.5,0.5,expanded
592,296,LVRT,1ph_g,0.5,very_strong,15.0,9.245,0.044142,359449.6,139618.3,0.9322,0.013682,0.5036,2.0,2.0173,0.4212,20260609,1.5,0.5,expanded
593,297,LVRT,1ph_g,0.5,very_strong,15.0,5.2705,0.050329,290584.7,162895.0,0.8723,0.016513,0.1466,2.0,1.6631,0.2509,20260609,3.0,0.16,expanded
594,297,LVRT,1ph_g,0.5,very_strong,15.0,5.2705,0.050329,348774.9,139753.9,0.9283,0.017178,0.1728,2.0,1.69,0.7253,20260609,3.0,0.16,expanded
595,298,LVRT,1ph_g,0.5,very_strong,15.0,5.2705,0.050329,309786.2,140724.0,0.9105,0.027287,0.5489,2.0,2.0762,0.3875,20260609,3.0,0.5,expanded
596,298,LVRT,1ph_g,0.5,very_strong,15.0,5.2705,0.050329,319937.2,167695.6,0.8857,0.024116,0.4765,2.0,2.0006,0.7065,20260609,3.0,0.5,expanded
597,299,LVRT,1ph_g,0.5,very_strong,15.0,2.74,0.05233,284296.6,164196.7,0.8659,0.023332,0.17,2.0,1.6933,0.2566,20260609,6.0,0.16,expanded
598,299,LVRT,1ph_g,0.5,very_strong,15.0,2.74,0.05233,331467.8,131289.1,0.9297,0.017964,0.1499,2.0,1.6678,0.4888,20260609,6.0,0.16,expanded
599,300,LVRT,1ph_g,0.5,very_strong,15.0,2.74,0.05233,321841.9,166178.7,0.8885,0.025212,0.4789,2.0,2.0041,0.3336,20260609,6.0,0.5,expanded
600,300,LVRT,1ph_g,0.5,very_strong,15.0,2.74,0.05233,358035.6,179991.9,0.8935,0.018931,0.4507,2.0,1.9697,0.2789,20260609,6.0,0.5,expanded
601,301,LVRT,1ph_g,0.7,very_weak,2.0,69.3375,0.331062,301687.7,111134.0,0.9384,0.013782,0.1628,2.0,1.6766,0.7218,20260609,1.5,0.16,expanded
602,301,LVRT,1ph_g,0.7,very_weak,2.0,69.3375,0.331062,343544.6,197429.3,0.867,0.021929,0.1495,2.0,1.6715,0.2179,20260609,1.5,0.16,expanded
603,302,LVRT,1ph_g,0.7,very_weak,2.0,69.3375,0.331062,350677.4,177506.2,0.8922,0.019996,0.4915,2.0,2.0115,0.1725,20260609,1.5,0.5,expanded
604,302,LVRT,1ph_g,0.7,very_weak,2.0,69.3375,0.331062,316809.8,175121.6,0.8752,0.029809,0.5371,2.0,2.0669,0.6434,20260609,1.5,0.5,expanded
605,303,LVRT,1ph_g,0.7,very_weak,2.0,39.5285,0.377469,333173.6,185777.6,0.8734,0.02114,0.169,2.0,1.6901,0.7376,20260609,3.0,0.16,expanded
606,303,LVRT,1ph_g,0.7,very_weak,2.0,39.5285,0.377469,298456.3,127296.9,0.9198,0.023959,0.1749,2.0,1.6988,0.4909,20260609,3.0,0.16,expanded
607,304,LVRT,1ph_g,0.7,very_weak,2.0,39.5285,0.377469,341635.5,127283.3,0.9371,0.02816,0.4837,2.0,2.0118,0.1442,20260609,3.0,0.5,expanded
608,304,LVRT,1ph_g,0.7,very_weak,2.0,39.5285,0.377469,353819.0,163039.0,0.9082,0.015952,0.4728,2.0,1.9887,0.3974,20260609,3.0,0.5,expanded
609,305,LVRT,1ph_g,0.7,very_weak,2.0,20.5499,0.392474,356135.9,165063.6,0.9073,0.012059,0.151,2.0,1.663,0.18,20260609,6.0,0.16,expanded
610,305,LVRT,1ph_g,0.7,very_weak,2.0,20.5499,0.392474,311618.8,135829.0,0.9167,0.029236,0.1434,2.0,1.6726,0.1386,20260609,6.0,0.16,expanded
611,306,LVRT,1ph_g,0.7,very_weak,2.0,20.5499,0.392474,301291.5,165041.1,0.877,0.026251,0.4898,2.0,2.016,0.0738,20260609,6.0,0.5,expanded
612,306,LVRT,1ph_g,0.7,very_weak,2.0,20.5499,0.392474,314629.3,109819.7,0.9441,0.018347,0.5264,2.0,2.0447,0.7101,20260609,6.0,0.5,expanded
613,307,LVRT,1ph_g,0.7,weak,3.0,46.225,0.220708,306256.3,144158.7,0.9048,0.018266,0.1669,2.0,1.6852,0.5683,20260609,1.5,0.16,expanded
614,307,LVRT,1ph_g,0.7,weak,3.0,46.225,0.220708,308511.5,159311.0,0.8885,0.016506,0.1656,2.0,1.6821,0.7441,20260609,1.5,0.16,expanded
615,308,LVRT,1ph_g,0.7,weak,3.0,46.225,0.220708,289771.4,130336.1,0.912,0.021064,0.4998,2.0,2.0209,0.0877,20260609,1.5,0.5,expanded
616,308,LVRT,1ph_g,0.7,weak,3.0,46.225,0.220708,280565.7,168242.8,0.8576,0.024768,0.5075,2.0,2.0323,0.1561,20260609,1.5,0.5,expanded
617,309,LVRT,1ph_g,0.7,weak,3.0,26.3523,0.251646,284535.5,134273.6,0.9044,0.016775,0.1563,2.0,1.673,0.7181,20260609,3.0,0.16,expanded
618,309,LVRT,1ph_g,0.7,weak,3.0,26.3523,0.251646,295035.8,173220.5,0.8624,0.015803,0.1731,2.0,1.6889,0.4515,20260609,3.0,0.16,expanded
619,310,LVRT,1ph_g,0.7,weak,3.0,26.3523,0.251646,287250.5,175033.0,0.854,0.021701,0.4954,2.0,2.0171,0.5207,20260609,3.0,0.5,expanded
620,310,LVRT,1ph_g,0.7,weak,3.0,26.3523,0.251646,339055.0,126161.2,0.9372,0.014629,0.5406,2.0,2.0552,0.2298,20260609,3.0,0.5,expanded
621,311,LVRT,1ph_g,0.7,weak,3.0,13.6999,0.261649,325791.7,193514.0,0.8598,0.017485,0.1654,2.0,1.6829,0.5557,20260609,6.0,0.16,expanded
622,311,LVRT,1ph_g,0.7,weak,3.0,13.6999,0.261649,295930.5,140044.4,0.9039,0.026025,0.1603,2.0,1.6863,0.7857,20260609,6.0,0.16,expanded
623,312,LVRT,1ph_g,0.7,weak,3.0,13.6999,0.261649,330597.9,156114.3,0.9043,0.02193,0.4774,2.0,1.9993,0.6572,20260609,6.0,0.5,expanded
624,312,LVRT,1ph_g,0.7,weak,3.0,13.6999,0.261649,326217.2,154195.7,0.9041,0.017427,0.5215,2.0,2.0389,0.3443,20260609,6.0,0.5,expanded
625,313,LVRT,1ph_g,0.7,medium,5.0,27.735,0.132425,300010.4,137434.7,0.9091,0.02201,0.142,2.0,1.664,0.4927,20260609,1.5,0.16,expanded
626,313,LVRT,1ph_g,0.7,medium,5.0,27.735,0.132425,308140.2,143307.9,0.9067,0.016251,0.1526,2.0,1.6689,0.7061,20260609,1.5,0.16,expanded
627,314,LVRT,1ph_g,0.7,medium,5.0,27.735,0.132425,308833.4,158228.9,0.89,0.026174,0.5167,2.0,2.0428,0.4859,20260609,1.5,0.5,expanded
628,314,LVRT,1ph_g,0.7,medium,5.0,27.735,0.132425,282708.8,120258.4,0.9202,0.022343,0.4642,2.0,1.9866,0.418,20260609,1.5,0.5,expanded
629,315,LVRT,1ph_g,0.7,medium,5.0,15.8114,0.150988,312509.0,180844.8,0.8655,0.018385,0.1601,2.0,1.6784,0.0963,20260609,3.0,0.16,expanded
630,315,LVRT,1ph_g,0.7,medium,5.0,15.8114,0.150988,297622.5,168520.0,0.8702,0.019532,0.1671,2.0,1.6866,0.7446,20260609,3.0,0.16,expanded
631,316,LVRT,1ph_g,0.7,medium,5.0,15.8114,0.150988,306704.1,122386.3,0.9288,0.020738,0.494,2.0,2.0147,0.1243,20260609,3.0,0.5,expanded
632,316,LVRT,1ph_g,0.7,medium,5.0,15.8114,0.150988,333398.3,117221.9,0.9434,0.01693,0.4862,2.0,2.0031,0.3769,20260609,3.0,0.5,expanded
633,317,LVRT,1ph_g,0.7,medium,5.0,8.2199,0.156989,337975.0,205060.6,0.8549,0.01825,0.179,2.0,1.6972,0.5736,20260609,6.0,0.16,expanded
634,317,LVRT,1ph_g,0.7,medium,5.0,8.2199,0.156989,336392.0,200294.2,0.8592,0.023823,0.1533,2.0,1.6771,0.0832,20260609,6.0,0.16,expanded
635,318,LVRT,1ph_g,0.7,medium,5.0,8.2199,0.156989,338637.9,190981.3,0.871,0.012198,0.478,2.0,1.9902,0.334,20260609,6.0,0.5,expanded
636,318,LVRT,1ph_g,0.7,medium,5.0,8.2199,0.156989,295523.4,179440.8,0.8548,0.020427,0.5458,2.0,2.0662,0.1539,20260609,6.0,0.5,expanded
637,319,LVRT,1ph_g,0.7,strong,10.0,13.8675,0.066212,281308.9,109440.2,0.932,0.026766,0.1418,2.0,1.6686,0.351,20260609,1.5,0.16,expanded
638,319,LVRT,1ph_g,0.7,strong,10.0,13.8675,0.066212,286129.0,152493.3,0.8825,0.022831,0.1446,2.0,1.6674,0.0594,20260609,1.5,0.16,expanded
639,320,LVRT,1ph_g,0.7,strong,10.0,13.8675,0.066212,342814.2,139679.1,0.9261,0.017599,0.5474,2.0,2.065,0.5771,20260609,1.5,0.5,expanded
640,320,LVRT,1ph_g,0.7,strong,10.0,13.8675,0.066212,342616.5,210823.3,0.8517,0.015576,0.4557,2.0,1.9713,0.5917,20260609,1.5,0.5,expanded
641,321,LVRT,1ph_g,0.7,strong,10.0,7.9057,0.075494,355073.7,131751.1,0.9375,0.025362,0.171,2.0,1.6964,0.3765,20260609,3.0,0.16,expanded
642,321,LVRT,1ph_g,0.7,strong,10.0,7.9057,0.075494,327029.4,119301.5,0.9394,0.017602,0.1562,2.0,1.6739,0.7968,20260609,3.0,0.16,expanded
643,322,LVRT,1ph_g,0.7,strong,10.0,7.9057,0.075494,292388.2,148094.5,0.8921,0.027901,0.4581,2.0,1.986,0.5658,20260609,3.0,0.5,expanded
644,322,LVRT,1ph_g,0.7,strong,10.0,7.9057,0.075494,332969.9,110702.8,0.9489,0.022462,0.4913,2.0,2.0138,0.2198,20260609,3.0,0.5,expanded
645,323,LVRT,1ph_g,0.7,strong,10.0,4.11,0.078495,307014.0,137026.6,0.9132,0.021055,0.1405,2.0,1.6615,0.4969,20260609,6.0,0.16,expanded
646,323,LVRT,1ph_g,0.7,strong,10.0,4.11,0.078495,351148.7,169778.8,0.9003,0.012268,0.1578,2.0,1.6701,0.2166,20260609,6.0,0.16,expanded
647,324,LVRT,1ph_g,0.7,strong,10.0,4.11,0.078495,301459.3,172235.4,0.8683,0.017752,0.4955,2.0,2.0132,0.6795,20260609,6.0,0.5,expanded
648,324,LVRT,1ph_g,0.7,strong,10.0,4.11,0.078495,302161.9,113995.2,0.9356,0.023537,0.5171,2.0,2.0406,0.1302,20260609,6.0,0.5,expanded
649,325,LVRT,1ph_g,0.7,very_strong,15.0,9.245,0.044142,282260.9,113386.0,0.9279,0.019267,0.1769,2.0,1.6962,0.6129,20260609,1.5,0.16,expanded
650,325,LVRT,1ph_g,0.7,very_strong,15.0,9.245,0.044142,357824.0,209480.3,0.863,0.023309,0.1546,2.0,1.6779,0.6717,20260609,1.5,0.16,expanded
651,326,LVRT,1ph_g,0.7,very_strong,15.0,9.245,0.044142,321956.7,174333.4,0.8794,0.024522,0.5123,2.0,2.0368,0.0985,20260609,1.5,0.5,expanded
652,326,LVRT,1ph_g,0.7,very_strong,15.0,9.245,0.044142,339023.3,174282.5,0.8894,0.021946,0.4607,2.0,1.9826,0.7448,20260609,1.5,0.5,expanded
653,327,LVRT,1ph_g,0.7,very_strong,15.0,5.2705,0.050329,310974.2,103930.1,0.9484,0.022206,0.1791,2.0,1.7013,0.4718,20260609,3.0,0.16,expanded
654,327,LVRT,1ph_g,0.7,very_strong,15.0,5.2705,0.050329,290274.0,119260.0,0.925,0.012413,0.1567,2.0,1.6691,0.1305,20260609,3.0,0.16,expanded
655,328,LVRT,1ph_g,0.7,very_strong,15.0,5.2705,0.050329,295552.0,170122.2,0.8667,0.022005,0.4521,2.0,1.9741,0.605,20260609,3.0,0.5,expanded
656,328,LVRT,1ph_g,0.7,very_strong,15.0,5.2705,0.050329,295515.7,180070.3,0.854,0.021579,0.5323,2.0,2.0539,0.5538,20260609,3.0,0.5,expanded
657,329,LVRT,1ph_g,0.7,very_strong,15.0,2.74,0.05233,297515.6,137453.4,0.9078,0.029358,0.1718,2.0,1.7012,0.2806,20260609,6.0,0.16,expanded
658,329,LVRT,1ph_g,0.7,very_strong,15.0,2.74,0.05233,291898.8,105658.3,0.9403,0.019928,0.1449,2.0,1.6648,0.1405,20260609,6.0,0.16,expanded
659,330,LVRT,1ph_g,0.7,very_strong,15.0,2.74,0.05233,336989.5,174140.4,0.8884,0.022134,0.5111,2.0,2.0332,0.5901,20260609,6.0,0.5,expanded
660,330,LVRT,1ph_g,0.7,very_strong,15.0,2.74,0.05233,303686.2,140563.5,0.9075,0.029598,0.5174,2.0,2.047,0.7718,20260609,6.0,0.5,expanded
661,331,LVRT,1ph_g,0.85,very_weak,2.0,69.3375,0.331062,290531.6,102602.9,0.9429,0.022316,0.1744,2.0,1.6968,0.7542,20260609,1.5,0.16,expanded
662,331,LVRT,1ph_g,0.85,very_weak,2.0,69.3375,0.331062,352326.4,198264.5,0.8715,0.022409,0.1482,2.0,1.6706,0.2374,20260609,1.5,0.16,expanded
663,332,LVRT,1ph_g,0.85,very_weak,2.0,69.3375,0.331062,301090.5,152538.9,0.8921,0.024988,0.5293,2.0,2.0543,0.3212,20260609,1.5,0.5,expanded
664,332,LVRT,1ph_g,0.85,very_weak,2.0,69.3375,0.331062,314188.7,144439.6,0.9086,0.020056,0.4755,2.0,1.9956,0.6495,20260609,1.5,0.5,expanded
665,333,LVRT,1ph_g,0.85,very_weak,2.0,39.5285,0.377469,280222.0,166998.1,0.859,0.012874,0.1536,2.0,1.6665,0.2688,20260609,3.0,0.16,expanded
666,333,LVRT,1ph_g,0.85,very_weak,2.0,39.5285,0.377469,305447.2,182797.4,0.8581,0.029744,0.1426,2.0,1.6724,0.6822,20260609,3.0,0.16,expanded
667,334,LVRT,1ph_g,0.85,very_weak,2.0,39.5285,0.377469,310308.0,146109.8,0.9047,0.013627,0.4988,2.0,2.0124,0.092,20260609,3.0,0.5,expanded
668,334,LVRT,1ph_g,0.85,very_weak,2.0,39.5285,0.377469,308798.7,103006.6,0.9486,0.022764,0.5035,2.0,2.0263,0.0809,20260609,3.0,0.5,expanded
669,335,LVRT,1ph_g,0.85,very_weak,2.0,20.5499,0.392474,300894.8,156938.3,0.8866,0.022563,0.1656,2.0,1.6882,0.0676,20260609,6.0,0.16,expanded
