scheme,scn_id,fault_bus,fault_type,r_fault,load_lvl,pv_pen,hpt_bus,survive,iq,reactive,Vn,limit,kvar,gate,recover,frt_pass,v_load,vdc_min,vdc_max,se_d,connect,Vp,se_q,iq_ref
B4,39,14,2ph_g,1.0,1.0,0.3,14,True,0.24,True,0.2871,True,96.0,asym,True,True,0.356,0.9199,1.0,-0.0385,True,0.356,-0.0523,0.3
B4,39,14,2ph_g,1.0,1.0,0.3,25,True,0.0127,True,0.0177,True,5.0853,normal,True,True,0.9373,0.9362,1.0,0.0281,True,0.9373,-0.0186,0.0
B4,39,14,2ph_g,1.0,1.0,0.3,30,True,0.1454,True,0.0703,True,58.1656,asym,True,True,0.7938,0.9623,1.0,-0.0676,True,0.7938,-0.0461,0.1593
B4,40,3,2ph_g,0.3,1.0,0.6,7,True,0.24,True,0.2152,True,96.0,asym,True,True,0.5415,0.9347,1.0,-0.0493,True,0.5415,-0.0598,0.3
B4,40,3,2ph_g,0.3,1.0,0.6,14,True,0.24,True,0.2,True,96.0,asym,True,True,0.5499,0.9352,1.0,-0.0497,True,0.5499,-0.0597,0.3
B4,40,3,2ph_g,0.3,1.0,0.6,25,True,0.24,True,0.2256,True,96.0,asym,True,True,0.5354,0.9343,1.0,-0.049,True,0.5354,-0.0598,0.3
B4,40,3,2ph_g,0.3,1.0,0.6,30,True,0.24,True,0.2065,True,96.0,asym,True,True,0.5414,0.9348,1.0,-0.0493,True,0.5414,-0.0595,0.3
B4,41,22,2ph_g,3.0,0.7,0.0,7,True,0.0126,True,0.0055,True,5.0245,normal,True,True,0.9524,0.9401,1.0,0.0269,True,0.9524,-0.0153,0.0
B4,41,22,2ph_g,3.0,0.7,0.0,14,True,0.0129,True,0.0056,True,5.1495,normal,True,True,0.9273,0.9333,1.0,0.0288,True,0.9273,-0.0216,0.0
B4,41,22,2ph_g,3.0,0.7,0.0,25,True,0.0135,True,0.0054,True,5.4159,normal,True,True,0.9682,0.9458,1.0,0.0253,True,0.9682,-0.0099,0.0
B4,41,22,2ph_g,3.0,0.7,0.0,30,True,0.0128,True,0.0055,True,5.1109,normal,True,True,0.9357,0.9351,1.0,0.0283,True,0.9357,-0.0199,0.0
B4,42,6,2ph_g,1.0,0.7,0.3,7,True,0.24,True,0.2378,True,96.0,asym,True,True,0.5104,0.9329,1.0,-0.0476,True,0.5104,-0.0589,0.3
B4,42,6,2ph_g,1.0,0.7,0.3,14,True,0.24,True,0.2277,True,96.0,asym,True,True,0.516,0.9334,1.0,-0.0478,True,0.516,-0.0589,0.3
B4,42,6,2ph_g,1.0,0.7,0.3,25,True,0.0671,True,0.0623,True,26.8452,asym,True,True,0.8581,0.9845,1.0,-0.0666,True,0.8581,-0.0186,0.0629
B4,42,6,2ph_g,1.0,0.7,0.3,30,True,0.24,True,0.232,True,96.0,asym,True,True,0.5095,0.933,1.0,-0.0475,True,0.5095,-0.0587,0.3
B4,43,30,2ph_g,1.0,1.0,0.3,7,True,0.2157,True,0.1154,True,86.2938,asym,True,True,0.7257,0.947,1.0,-0.0552,True,0.7257,-0.0584,0.2615
B4,43,30,2ph_g,1.0,1.0,0.3,14,True,0.2305,True,0.1177,True,92.1973,asym,True,True,0.6934,0.944,1.0,-0.0532,True,0.6934,-0.0588,0.3
B4,43,30,2ph_g,1.0,1.0,0.3,25,True,0.0133,True,0.0301,True,5.3349,normal,True,True,0.9124,0.9318,1.0,0.0291,True,0.9124,-0.0236,0.0
B4,43,30,2ph_g,1.0,1.0,0.3,30,True,0.24,True,0.2723,True,96.0,asym,True,True,0.3963,0.9242,1.0,-0.0407,True,0.3963,-0.0547,0.3
B4,44,9,2ph_g,1.0,1.0,0.3,7,True,0.2329,True,0.1334,True,93.1621,asym,True,True,0.6922,0.9434,1.0,-0.0537,True,0.6922,-0.0593,0.3
B4,44,9,2ph_g,1.0,1.0,0.3,14,True,0.24,True,0.2676,True,96.0,asym,True,True,0.4011,0.9247,1.0,-0.0409,True,0.4011,-0.0548,0.3
B4,44,9,2ph_g,1.0,1.0,0.3,25,True,0.0133,True,0.0292,True,5.3142,normal,True,True,0.9146,0.932,1.0,0.029,True,0.9146,-0.0234,0.0
B4,44,9,2ph_g,1.0,1.0,0.3,30,True,0.2261,True,0.1147,True,90.449,asym,True,True,0.7059,0.9451,1.0,-0.0537,True,0.7059,-0.0585,0.2912
B4,45,3,2ph_g,30.0,0.7,0.0,7,True,0.0126,True,0.0073,True,5.0313,normal,True,True,0.9501,0.9395,1.0,0.0271,True,0.9501,-0.0158,0.0
B4,45,3,2ph_g,30.0,0.7,0.0,14,True,0.0129,True,0.0074,True,5.1643,normal,True,True,0.925,0.9328,1.0,0.029,True,0.925,-0.022,0.0
B4,45,3,2ph_g,30.0,0.7,0.0,25,True,0.0131,True,0.0072,True,5.2592,normal,True,True,0.966,0.9448,1.0,0.0256,True,0.966,-0.0108,0.0
B4,45,3,2ph_g,30.0,0.7,0.0,30,True,0.0128,True,0.0073,True,5.1168,normal,True,True,0.9334,0.9347,1.0,0.0285,True,0.9334,-0.0203,0.0
B4,46,14,2ph_g,30.0,0.7,0.6,7,True,0.0129,True,0.0255,True,5.142,normal,True,True,0.9317,0.9349,1.0,0.0285,True,0.9317,-0.0199,0.0
B4,46,14,2ph_g,30.0,0.7,0.6,14,True,0.1397,True,0.0907,True,55.86,asym,True,True,0.8058,0.9637,1.0,-0.0691,True,0.8058,-0.0449,0.1413
B4,46,14,2ph_g,30.0,0.7,0.6,25,True,0.0142,True,0.0055,True,5.6842,normal,True,True,0.9734,0.9481,1.0,0.0246,True,0.9734,-0.0079,0.0
B4,46,14,2ph_g,30.0,0.7,0.6,30,True,0.013,True,0.0213,True,5.2099,normal,True,True,0.9247,0.9332,1.0,0.0288,True,0.9247,-0.0217,0.0
B4,47,30,2ph_g,30.0,1.0,0.3,7,True,0.0133,True,0.0232,True,5.3213,normal,True,True,0.9119,0.9316,1.0,0.0291,True,0.9119,-0.0238,0.0
B4,47,30,2ph_g,30.0,1.0,0.3,14,True,0.236,False,0.0239,True,94.3928,sym,True,False,0.8908,0.853,1.0,0.0174,True,0.8827,-0.1851,0.026
B4,47,30,2ph_g,30.0,1.0,0.3,25,True,0.0126,True,0.006,True,5.0207,normal,True,True,0.9608,0.9428,1.0,0.0262,True,0.9608,-0.0127,0.0
B4,47,30,2ph_g,30.0,1.0,0.3,30,True,0.0865,True,0.0547,True,34.6148,asym,True,True,0.8364,0.9768,1.0,-0.0676,True,0.8364,-0.0298,0.0954
C10,0,3,sym3ph,30.0,1.0,0.6,4,True,0.0128,True,0.0,True,5.1374,normal,True,True,0.962,0.9428,1.0,0.0262,True,0.962,-0.0128,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,7,True,0.0127,True,0.0,True,5.0994,normal,True,True,0.9393,0.9358,1.0,0.0281,True,0.9393,-0.0194,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,10,True,0.0129,True,0.0,True,5.1762,normal,True,True,0.9216,0.9319,1.0,0.0292,True,0.9216,-0.0231,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,14,True,0.0131,True,0.0,True,5.2293,normal,True,True,0.9138,0.931,1.0,0.0293,True,0.9138,-0.0242,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,17,True,0.0132,True,0.0,True,5.2623,normal,True,True,0.9104,0.9308,1.0,0.0294,True,0.9104,-0.0246,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,21,True,0.0159,True,0.0,True,6.3665,normal,True,True,0.9915,0.9531,1.0,0.0232,True,0.9915,-0.0029,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,24,True,0.0125,True,0.0,True,5.0103,normal,True,True,0.9585,0.9417,1.0,0.0265,True,0.9585,-0.0139,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,28,True,0.0129,True,0.0,True,5.1443,normal,True,True,0.9296,0.9335,1.0,0.0287,True,0.9296,-0.0215,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,31,True,0.013,True,0.0,True,5.1978,normal,True,True,0.9175,0.9314,1.0,0.0293,True,0.9175,-0.0237,0.0
C10,0,3,sym3ph,30.0,1.0,0.6,33,True,0.013,True,0.0,True,5.2047,normal,True,True,0.9166,0.9313,1.0,0.0293,True,0.9166,-0.0238,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,4,True,0.0126,True,0.0,True,5.0203,normal,True,True,0.9555,0.9408,1.0,0.0267,True,0.9555,-0.0148,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,7,True,0.0129,True,0.0,True,5.1414,normal,True,True,0.9301,0.9336,1.0,0.0287,True,0.9301,-0.0214,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,10,True,0.0132,True,0.0,True,5.2705,normal,True,True,0.9098,0.9308,1.0,0.0294,True,0.9098,-0.0246,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,14,True,0.0135,True,0.0,True,5.3864,normal,True,True,0.9017,0.9312,1.0,0.0292,True,0.9017,-0.0243,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,17,True,0.2277,False,0.0,True,91.0749,sym,True,False,0.9107,0.8433,1.0,0.0242,True,0.8993,-0.1811,0.0011
C10,1,22,sym3ph,0.3,1.0,0.3,21,True,0.27,True,0.0,True,108.0,sym,True,True,0.3259,0.7958,1.0,0.019,True,0.317,-0.1999,0.3
C10,1,22,sym3ph,0.3,1.0,0.3,24,True,0.0126,True,0.0,True,5.0307,normal,True,True,0.9522,0.9397,1.0,0.027,True,0.9522,-0.0158,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,28,True,0.013,True,0.0,True,5.1894,normal,True,True,0.9186,0.9315,1.0,0.0293,True,0.9186,-0.0235,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,31,True,0.0134,True,0.0,True,5.3584,normal,True,True,0.9044,0.931,1.0,0.0292,True,0.9044,-0.0245,0.0
C10,1,22,sym3ph,0.3,1.0,0.3,33,True,0.0134,True,0.0,True,5.3746,normal,True,True,0.9034,0.9311,1.0,0.0292,True,0.9034,-0.0244,0.0
C10,2,6,sym3ph,30.0,1.0,0.0,4,True,0.0126,True,0.0,True,5.0495,normal,True,True,0.9477,0.9383,1.0,0.0274,True,0.9477,-0.0171,0.0
C10,2,6,sym3ph,30.0,1.0,0.0,7,True,0.2351,False,0.0,True,94.0396,sym,True,False,0.8948,0.8525,1.0,0.0179,True,0.8863,-0.1845,0.0205
C10,2,6,sym3ph,30.0,1.0,0.0,10,True,0.2483,False,0.0,True,99.3262,sym,True,False,0.8677,0.8697,1.0,0.0065,True,0.8647,-0.1901,0.053
C10,2,6,sym3ph,30.0,1.0,0.0,14,True,0.2536,False,0.0,True,101.457,sym,True,False,0.8569,0.8773,1.0,0.0016,True,0.8562,-0.1918,0.0657
C10,2,6,sym3ph,30.0,1.0,0.0,17,True,0.2554,False,0.0,True,102.1676,sym,True,False,0.8531,0.8799,1.0,-0.0003,True,0.8531,-0.1923,0.0703
C10,2,6,sym3ph,30.0,1.0,0.0,21,True,0.0158,True,0.0,True,6.3298,normal,True,True,0.9896,0.9528,1.0,0.0233,True,0.9896,-0.0033,0.0
C10,2,6,sym3ph,30.0,1.0,0.0,24,True,0.0126,True,0.0,True,5.0205,normal,True,True,0.9554,0.9407,1.0,0.0267,True,0.9554,-0.0148,0.0
C10,2,6,sym3ph,30.0,1.0,0.0,28,True,0.2427,False,0.0,True,97.0936,sym,True,False,0.8793,0.862,1.0,0.0115,True,0.8739,-0.1878,0.0392
C10,2,6,sym3ph,30.0,1.0,0.0,31,True,0.2515,False,0.0,True,100.6032,sym,True,False,0.8614,0.8739,1.0,0.0037,True,0.8597,-0.1911,0.0605
C10,2,6,sym3ph,30.0,1.0,0.0,33,True,0.2519,False,0.0,True,100.7524,sym,True,False,0.8606,0.8745,1.0,0.0034,True,0.859,-0.1912,0.0614
C10,3,6,sym3ph,30.0,0.7,0.0,4,True,0.0126,True,0.0,True,5.0216,normal,True,True,0.9549,0.9406,1.0,0.0268,True,0.9549,-0.015,0.0
C10,3,6,sym3ph,30.0,0.7,0.0,7,True,0.0135,True,0.0,True,5.387,normal,True,True,0.9016,0.9312,1.0,0.0292,True,0.9016,-0.0243,0.0
C10,3,6,sym3ph,30.0,0.7,0.0,10,True,0.234,False,0.0,True,93.6085,sym,True,False,0.8972,0.8509,1.0,0.0189,True,0.8883,-0.184,0.0176
C10,3,6,sym3ph,30.0,0.7,0.0,14,True,0.237,False,0.0,True,94.7983,sym,True,False,0.8909,0.8549,1.0,0.0163,True,0.8832,-0.1852,0.0252
C10,3,6,sym3ph,30.0,0.7,0.0,17,True,0.238,False,0.0,True,95.1959,sym,True,False,0.8889,0.8562,1.0,0.0155,True,0.8816,-0.1856,0.0276
C10,3,6,sym3ph,30.0,0.7,0.0,21,True,0.0159,True,0.0,True,6.3731,normal,True,True,0.9919,0.9531,1.0,0.0232,True,0.9919,-0.0028,0.0
C10,3,6,sym3ph,30.0,0.7,0.0,24,True,0.013,True,0.0,True,5.2154,normal,True,True,0.9636,0.9434,1.0,0.026,True,0.9636,-0.0123,0.0
C10,3,6,sym3ph,30.0,0.7,0.0,28,True,0.2309,False,0.0,True,92.3671,sym,True,False,0.9038,0.847,1.0,0.0216,True,0.8937,-0.1827,0.0094
C10,3,6,sym3ph,30.0,0.7,0.0,31,True,0.2361,False,0.0,True,94.432,sym,True,False,0.8927,0.8538,1.0,0.0171,True,0.8847,-0.1848,0.023
C10,3,6,sym3ph,30.0,0.7,0.0,33,True,0.2363,False,0.0,True,94.502,sym,True,False,0.8924,0.854,1.0,0.017,True,0.8844,-0.1849,0.0234
C10,4,9,sym3ph,3.0,0.7,0.3,4,True,0.2436,False,0.0,True,97.4537,sym,True,False,0.8774,0.8632,1.0,0.0107,True,0.8724,-0.1882,0.0415
C10,4,9,sym3ph,3.0,0.7,0.3,7,True,0.27,True,0.0,True,108.0,sym,True,True,0.6605,0.8674,1.0,-0.0175,True,0.6605,-0.1998,0.3
C10,4,9,sym3ph,3.0,0.7,0.3,10,True,0.27,True,0.0,True,108.0,sym,True,True,0.3449,0.8027,1.0,0.0174,True,0.3367,-0.1999,0.3
C10,4,9,sym3ph,3.0,0.7,0.3,14,True,0.27,True,0.0,True,108.0,sym,True,True,0.3537,0.8058,1.0,0.0167,True,0.3458,-0.1999,0.3
C10,4,9,sym3ph,3.0,0.7,0.3,17,True,0.27,True,0.0,True,108.0,sym,True,True,0.3595,0.8077,1.0,0.0163,True,0.3518,-0.1999,0.3
C10,4,9,sym3ph,3.0,0.7,0.3,21,True,0.0155,True,0.0,True,6.2189,normal,True,True,0.9847,0.9518,1.0,0.0235,True,0.9847,-0.0045,0.0
C10,4,9,sym3ph,3.0,0.7,0.3,24,True,0.0131,True,0.0,True,5.2341,normal,True,True,0.9132,0.931,1.0,0.0293,True,0.9132,-0.0243,0.0
C10,4,9,sym3ph,3.0,0.7,0.3,28,True,0.27,True,0.0,True,108.0,sym,True,True,0.6936,0.869,1.0,-0.0243,True,0.6936,-0.1996,0.3
C10,4,9,sym3ph,3.0,0.7,0.3,31,True,0.27,True,0.0,True,108.0,sym,True,True,0.6849,0.8686,1.0,-0.023,True,0.6849,-0.1997,0.3
C10,4,9,sym3ph,3.0,0.7,0.3,33,True,0.27,True,0.0,True,108.0,sym,True,True,0.6849,0.8686,1.0,-0.023,True,0.6849,-0.1997,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,4,True,0.2677,False,0.0,True,107.0771,sym,True,False,0.8274,0.8762,1.0,-0.0133,True,0.8274,-0.1959,0.1089
C10,5,30,sym3ph,0.3,0.7,0.3,7,True,0.27,True,0.0,True,108.0,sym,True,True,0.5898,0.8635,1.0,-0.0069,True,0.5898,-0.1999,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,10,True,0.27,True,0.0,True,108.0,sym,True,True,0.5814,0.8629,1.0,-0.0071,True,0.5814,-0.1999,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,14,True,0.27,True,0.0,True,108.0,sym,True,True,0.5786,0.8628,1.0,-0.0073,True,0.5786,-0.1999,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,17,True,0.27,True,0.0,True,108.0,sym,True,True,0.5786,0.8628,1.0,-0.0073,True,0.5786,-0.1999,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,21,True,0.0152,True,0.0,True,6.0775,normal,True,True,0.9803,0.9506,1.0,0.0239,True,0.9803,-0.0057,0.0
C10,5,30,sym3ph,0.3,0.7,0.3,24,True,0.2353,False,0.0,True,94.1245,sym,True,False,0.8943,0.8528,1.0,0.0178,True,0.8859,-0.1845,0.0211
C10,5,30,sym3ph,0.3,0.7,0.3,28,True,0.27,True,0.0,True,108.0,sym,True,True,0.3009,0.7872,1.0,0.0215,True,0.2908,-0.1999,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,31,True,0.27,True,0.0,True,108.0,sym,True,False,0.089,0.7543,1.0,0.0388,False,0.0708,-0.1999,0.3
C10,5,30,sym3ph,0.3,0.7,0.3,33,True,0.27,True,0.0,True,108.0,sym,True,False,0.0978,0.7563,1.0,0.0378,False,0.08,-0.1999,0.3
C10,6,25,sym3ph,0.3,1.0,0.6,4,True,0.27,False,0.0,True,108.0,sym,True,False,0.8114,0.8747,1.0,-0.022,True,0.8114,-0.1974,0.133
C10,6,25,sym3ph,0.3,1.0,0.6,7,True,0.27,True,0.0,True,108.0,sym,True,True,0.7916,0.8735,1.0,-0.0279,True,0.7916,-0.1984,0.1626
C10,6,25,sym3ph,0.3,1.0,0.6,10,True,0.27,True,0.0,True,108.0,sym,True,True,0.7772,0.8728,1.0,-0.0305,True,0.7772,-0.1988,0.1841
C10,6,25,sym3ph,0.3,1.0,0.6,14,True,0.27,True,0.0,True,108.0,sym,True,True,0.7714,0.8726,1.0,-0.0313,True,0.7714,-0.1989,0.1929
C10,6,25,sym3ph,0.3,1.0,0.6,17,True,0.27,True,0.0,True,108.0,sym,True,True,0.7698,0.8725,1.0,-0.0315,True,0.7698,-0.1989,0.1954
C10,6,25,sym3ph,0.3,1.0,0.6,21,True,0.0136,True,0.0,True,5.4335,normal,True,True,0.9675,0.9452,1.0,0.0255,True,0.9675,-0.0106,0.0
C10,6,25,sym3ph,0.3,1.0,0.6,24,True,0.27,True,0.0,True,108.0,sym,True,True,0.3771,0.8132,1.0,0.015,True,0.37,-0.1999,0.3
C10,6,25,sym3ph,0.3,1.0,0.6,28,True,0.27,True,0.0,True,108.0,sym,True,True,0.781,0.873,1.0,-0.0301,True,0.781,-0.1987,0.1785
C10,6,25,sym3ph,0.3,1.0,0.6,31,True,0.27,True,0.0,True,108.0,sym,True,True,0.7697,0.8725,1.0,-0.0315,True,0.7697,-0.1989,0.1954
C10,6,25,sym3ph,0.3,1.0,0.6,33,True,0.27,True,0.0,True,108.0,sym,True,True,0.7695,0.8725,1.0,-0.0316,True,0.7695,-0.1989,0.1958
C10,7,6,sym3ph,10.0,1.0,0.6,4,True,0.0134,True,0.0,True,5.3794,normal,True,True,0.9027,0.9311,1.0,0.0292,True,0.9027,-0.0244,0.0
C10,7,6,sym3ph,10.0,1.0,0.6,7,True,0.27,True,0.0,True,108.0,sym,True,True,0.7854,0.8732,1.0,-0.0297,True,0.7854,-0.1986,0.1719
C10,7,6,sym3ph,10.0,1.0,0.6,10,True,0.27,True,0.0,True,108.0,sym,True,True,0.7709,0.8725,1.0,-0.0314,True,0.7709,-0.1989,0.1936
C10,7,6,sym3ph,10.0,1.0,0.6,14,True,0.27,True,0.0,True,108.0,sym,True,True,0.765,0.8723,1.0,-0.0319,True,0.765,-0.199,0.2024
C10,7,6,sym3ph,10.0,1.0,0.6,17,True,0.27,True,0.0,True,108.0,sym,True,True,0.7634,0.8722,1.0,-0.0319,True,0.7634,-0.199,0.2049
C10,7,6,sym3ph,10.0,1.0,0.6,21,True,0.0157,True,0.0,True,6.2722,normal,True,True,0.9868,0.9523,1.0,0.0234,True,0.9868,-0.004,0.0
C10,7,6,sym3ph,10.0,1.0,0.6,24,True,0.0129,True,0.0,True,5.1484,normal,True,True,0.9289,0.9334,1.0,0.0288,True,0.9289,-0.0217,0.0
C10,7,6,sym3ph,10.0,1.0,0.6,28,True,0.27,True,0.0,True,108.0,sym,True,True,0.7747,0.8727,1.0,-0.0308,True,0.7747,-0.1988,0.1879
C10,7,6,sym3ph,10.0,1.0,0.6,31,True,0.27,True,0.0,True,108.0,sym,True,True,0.7633,0.8722,1.0,-0.0319,True,0.7633,-0.199,0.205
C10,7,6,sym3ph,10.0,1.0,0.6,33,True,0.27,True,0.0,True,108.0,sym,True,True,0.7631,0.8722,1.0,-0.032,True,0.7631,-0.199,0.2054
C10,8,3,sym3ph,30.0,1.0,0.6,4,True,0.0128,True,0.0,True,5.1374,normal,True,True,0.962,0.9428,1.0,0.0262,True,0.962,-0.0128,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,7,True,0.0127,True,0.0,True,5.0994,normal,True,True,0.9393,0.9358,1.0,0.0281,True,0.9393,-0.0194,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,10,True,0.0129,True,0.0,True,5.1762,normal,True,True,0.9216,0.9319,1.0,0.0292,True,0.9216,-0.0231,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,14,True,0.0131,True,0.0,True,5.2293,normal,True,True,0.9138,0.931,1.0,0.0293,True,0.9138,-0.0242,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,17,True,0.0132,True,0.0,True,5.2623,normal,True,True,0.9104,0.9308,1.0,0.0294,True,0.9104,-0.0246,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,21,True,0.0159,True,0.0,True,6.3665,normal,True,True,0.9915,0.9531,1.0,0.0232,True,0.9915,-0.0029,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,24,True,0.0125,True,0.0,True,5.0103,normal,True,True,0.9585,0.9417,1.0,0.0265,True,0.9585,-0.0139,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,28,True,0.0129,True,0.0,True,5.1443,normal,True,True,0.9296,0.9335,1.0,0.0287,True,0.9296,-0.0215,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,31,True,0.013,True,0.0,True,5.1978,normal,True,True,0.9175,0.9314,1.0,0.0293,True,0.9175,-0.0237,0.0
C10,8,3,sym3ph,30.0,1.0,0.6,33,True,0.013,True,0.0,True,5.2047,normal,True,True,0.9166,0.9313,1.0,0.0293,True,0.9166,-0.0238,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,4,True,0.0128,True,0.0,True,5.127,normal,True,True,0.9329,0.9342,1.0,0.0286,True,0.9329,-0.0208,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,7,True,0.013,True,0.0,True,5.187,normal,True,True,0.9189,0.9316,1.0,0.0292,True,0.9189,-0.0235,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,10,True,0.0132,True,0.0,True,5.2861,normal,True,True,0.9088,0.9308,1.0,0.0293,True,0.9088,-0.0246,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,14,True,0.0134,True,0.0,True,5.3621,normal,True,True,0.9042,0.931,1.0,0.0292,True,0.9042,-0.0245,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,17,True,0.0135,True,0.0,True,5.3827,normal,True,True,0.9023,0.9311,1.0,0.0292,True,0.9023,-0.0243,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,21,True,0.0157,True,0.0,True,6.2996,normal,True,True,0.9881,0.9525,1.0,0.0234,True,0.9881,-0.0037,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,24,True,0.0129,True,0.0,True,5.1407,normal,True,True,0.9302,0.9336,1.0,0.0287,True,0.9302,-0.0214,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,28,True,0.0131,True,0.0,True,5.2369,normal,True,True,0.9129,0.9309,1.0,0.0294,True,0.9129,-0.0243,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,31,True,0.0134,True,0.0,True,5.3413,normal,True,True,0.9054,0.9309,1.0,0.0293,True,0.9054,-0.0246,0.0
C10,9,3,sym3ph,10.0,0.7,0.6,33,True,0.0134,True,0.0,True,5.35,normal,True,True,0.9049,0.931,1.0,0.0293,True,0.9049,-0.0245,0.0
C10,10,18,sym3ph,0.3,1.0,0.6,4,True,0.0129,True,0.0,True,5.1764,normal,True,True,0.9225,0.9321,1.0,0.0291,True,0.9225,-0.023,0.0
C10,10,18,sym3ph,0.3,1.0,0.6,7,True,0.27,True,0.0,True,108.0,sym,True,True,0.7871,0.8733,1.0,-0.0292,True,0.7871,-0.1985,0.1694
C10,10,18,sym3ph,0.3,1.0,0.6,10,True,0.27,True,0.0,True,108.0,sym,True,True,0.5105,0.8578,1.0,-0.0088,True,0.5105,-0.1999,0.3
C10,10,18,sym3ph,0.3,1.0,0.6,14,True,0.27,True,0.0,True,108.0,sym,True,True,0.3227,0.7945,1.0,0.0193,True,0.3136,-0.1999,0.3
C10,10,18,sym3ph,0.3,1.0,0.6,17,True,0.27,True,0.0,True,108.0,sym,True,False,0.0975,0.7562,1.0,0.0378,False,0.0797,-0.1999,0.3
C10,10,18,sym3ph,0.3,1.0,0.6,21,True,0.0158,True,0.0,True,6.3138,normal,True,True,0.9888,0.9526,1.0,0.0233,True,0.9888,-0.0035,0.0
C10,10,18,sym3ph,0.3,1.0,0.6,24,True,0.0127,True,0.0,True,5.0852,normal,True,True,0.9413,0.9364,1.0,0.028,True,0.9413,-0.0189,0.0
C10,10,18,sym3ph,0.3,1.0,0.6,28,True,0.27,False,0.0,True,108.0,sym,True,False,0.808,0.8745,1.0,-0.0231,True,0.808,-0.1976,0.138
C10,10,18,sym3ph,0.3,1.0,0.6,31,True,0.27,True,0.0,True,108.0,sym,True,True,0.7971,0.8739,1.0,-0.0263,True,0.7971,-0.1982,0.1543
C10,10,18,sym3ph,0.3,1.0,0.6,33,True,0.27,True,0.0,True,108.0,sym,True,True,0.7969,0.8738,1.0,-0.0264,True,0.7969,-0.1982,0.1547
C10,12,30,1ph_g,30.0,1.0,0.6,4,True,0.0139,True,0.0096,True,5.5685,normal,True,True,0.9722,0.9477,1.0,0.0248,True,0.9722,-0.0081,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,7,True,0.0127,True,0.0232,True,5.0717,normal,True,True,0.9383,0.9368,1.0,0.028,True,0.9383,-0.018,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,10,True,0.0132,True,0.0235,True,5.2603,normal,True,True,0.9205,0.9327,1.0,0.0289,True,0.9205,-0.0224,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,14,True,0.0133,True,0.0236,True,5.3148,normal,True,True,0.9127,0.9317,1.0,0.0291,True,0.9127,-0.0237,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,17,True,0.0134,True,0.0237,True,5.3494,normal,True,True,0.9093,0.9316,1.0,0.0291,True,0.9093,-0.024,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,21,True,0.016,True,0.0009,True,6.3916,normal,True,True,0.9937,0.9534,1.0,0.0232,True,0.9937,-0.0025,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,24,True,0.0141,True,0.006,True,5.6222,normal,True,True,0.9723,0.9476,1.0,0.0248,True,0.9723,-0.0083,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,28,True,0.0134,True,0.0403,True,5.3468,normal,True,True,0.9141,0.9322,1.0,0.029,True,0.9141,-0.0233,0.0
C10,12,30,1ph_g,30.0,1.0,0.6,31,True,0.0428,True,0.0549,True,17.1329,asym,True,True,0.8897,0.9935,1.0,-0.0641,True,0.8897,-0.0053,0.0154
